seed,BLEU,METEOR,ROUGE1,ROUGE2,ROUGEL,SACREBLEU,IDENTIFIER_RECALL,CodeBLEU_text,CIDEr
42,0.1675598124221566,0.283220790825793,0.3247177611993688,0.14755386744112164,0.31563379163152167,18.4118105024897,0.31214115059514613,0.2507179231317632,1.2377635993164982
123,0.16729341480882265,0.2749041651109278,0.31681353716190397,0.1418590383937764,0.30750236797574204,18.27234380671697,0.30320113837997925,0.24213040808086717,1.196574712807937
999,0.1722142302883152,0.28911249579655485,0.3295428617409164,0.15004578295874782,0.3204382036962363,18.865242238050847,0.31935827094524705,0.2554587232319067,1.267242336221824
