BLEU,METEOR,ROUGE1,ROUGE2,ROUGEL,SACREBLEU,CIDEr,seed
8.814792808672076e-80,0.04921240761808148,0.09125419613844217,0.006356202749034779,0.09091549093594527,0.05340845588298799,0.024057794157896488,42
5.788533414213878e-156,0.04324710946100332,0.08375444682494186,0.004851782561187708,0.08360436357376325,0.02248375027078834,0.03576202610291891,123
1.2387637841767293e-79,0.04903952683614017,0.09176084243907075,0.00517457573621166,0.09152486378244072,0.06970725799916745,0.025250294148357433,999
