seed,BLEU,METEOR,ROUGE1,ROUGE2,ROUGEL,SACREBLEU,IDENTIFIER_RECALL,CodeBLEU_text,CIDEr
42,0.159205131982756,0.31892118260410784,0.4132158235661548,0.19398929636581405,0.40359621870554524,16.215401067530607,0.2899786780383795,0.47102427933526,1.9940951360770065
123,0.1629848237964765,0.3226685445678329,0.4134795216832556,0.1944712230727167,0.40385518720341973,16.612623414589176,0.28322672352523093,0.4723822760364058,2.011237823828799
999,0.1559021657830983,0.3164474667596769,0.4098034399030641,0.19032640089499445,0.4004523249342397,15.902402374757651,0.2771855010660981,0.47131550059116206,1.9919903966176113
